省,市,日期,房价
江苏,泰州,2018-05,10084
江苏,泰州,2018-04,9826
江苏,泰州,2018-03,9426
江苏,泰州,2018-02,9325
江苏,泰州,2018-01,9223
江苏,泰州,2019-03,10135
江苏,泰州,2019-02,10115
江苏,泰州,2019-01,10127
江苏,盐城,2015-12,6514
江苏,盐城,2015-11,6743
江苏,盐城,2015-10,5082
江苏,盐城,2015-09,4782
江苏,盐城,2015-08,4814
江苏,盐城,2015-07,5857
江苏,盐城,2015-06,6626
江苏,盐城,2015-05,4447
江苏,盐城,2015-04,4412
江苏,盐城,2016-12,6607
江苏,盐城,2016-11,6607
江苏,盐城,2016-10,6607
江苏,盐城,2016-09,6717
江苏,盐城,2016-08,6717
江苏,盐城,2016-07,6717
江苏,盐城,2016-06,6725
江苏,盐城,2016-05,6717
江苏,盐城,2016-04,6717
江苏,盐城,2016-03,5859
江苏,盐城,2016-02,6704
江苏,盐城,2016-01,6514
江苏,盐城,2017-12,8440
江苏,盐城,2017-11,8481
江苏,盐城,2017-10,8588
江苏,盐城,2017-09,9734
江苏,盐城,2017-08,10828
江苏,盐城,2017-07,11276
江苏,盐城,2017-06,11542
江苏,盐城,2017-05,12371
江苏,盐城,2017-03,6607
江苏,盐城,2017-02,6607
江苏,盐城,2017-01,6607
江苏,盐城,2018-12,9349
江苏,盐城,2018-11,9298
江苏,盐城,2018-10,9270
江苏,盐城,2018-09,8887
江苏,盐城,2018-08,9213
江苏,盐城,2018-07,9205
江苏,盐城,2018-06,9149
江苏,盐城,2018-05,8756
江苏,盐城,2018-04,8278
江苏,盐城,2018-03,8197
江苏,盐城,2018-02,8205
江苏,盐城,2018-01,8257
江苏,盐城,2019-03,9361
江苏,盐城,2019-02,9359
江苏,盐城,2019-01,9328
江苏,镇江,2011-12,6860
江苏,镇江,2011-11,6848
江苏,镇江,2012-12,6578
江苏,镇江,2012-11,6578
江苏,镇江,2012-10,6772
江苏,镇江,2012-09,7326
江苏,镇江,2012-08,7465
江苏,镇江,2012-07,7478
江苏,镇江,2012-06,7478
江苏,镇江,2012-05,7540
江苏,镇江,2012-04,7504
江苏,镇江,2012-03,7504
江苏,镇江,2012-02,7155
江苏,镇江,2012-01,6860
江苏,镇江,2013-12,6663
江苏,镇江,2013-11,6578
江苏,镇江,2013-10,6578
江苏,镇江,2013-09,6578
江苏,镇江,2013-08,6578
江苏,镇江,2013-07,6578
江苏,镇江,2013-06,6578
江苏,镇江,2013-05,6833
江苏,镇江,2013-04,6578
江苏,镇江,2013-03,6578
江苏,镇江,2013-02,6578
江苏,镇江,2013-01,6578
江苏,镇江,2014-11,6888
江苏,镇江,2014-10,7025
江苏,镇江,2014-09,7271
江苏,镇江,2014-08,7423
江苏,镇江,2014-07,7695
江苏,镇江,2014-06,7824
江苏,镇江,2014-05,8017
江苏,镇江,2014-04,8138
江苏,镇江,2014-03,8137
江苏,镇江,2014-02,8201
江苏,镇江,2014-01,8252
江苏,镇江,2015-12,7304
江苏,镇江,2015-11,6881
江苏,镇江,2015-10,5521
江苏,镇江,2015-09,5397
江苏,镇江,2015-08,7485
江苏,镇江,2015-07,5167
江苏,镇江,2015-06,5147
江苏,镇江,2015-05,5047
江苏,镇江,2015-04,4812
江苏,镇江,2016-12,7240
江苏,镇江,2016-11,7295
江苏,镇江,2016-10,7431
江苏,镇江,2016-09,7329
江苏,镇江,2016-08,7298
江苏,镇江,2016-07,7194
江苏,镇江,2016-06,7296
江苏,镇江,2016-05,7560
江苏,镇江,2016-04,7785
江苏,镇江,2016-03,7854
江苏,镇江,2016-02,7416
江苏,镇江,2016-01,7304
江苏,镇江,2017-12,9049
江苏,镇江,2017-11,9092
江苏,镇江,2017-10,9057
江苏,镇江,2017-09,8952
江苏,镇江,2017-08,8961
江苏,镇江,2017-07,9075
江苏,镇江,2017-06,8872
江苏,镇江,2017-05,8480
江苏,镇江,2017-04,8122
江苏,镇江,2017-03,7645
江苏,镇江,2017-02,7182
江苏,镇江,2017-01,7247
江苏,镇江,2018-12,9700
江苏,镇江,2018-11,9742
江苏,镇江,2018-10,9734
江苏,镇江,2018-09,9665
江苏,镇江,2018-08,9538
江苏,镇江,2018-07,9323
江苏,镇江,2018-06,9241
江苏,镇江,2018-05,9150
江苏,镇江,2018-04,9213
江苏,镇江,2018-03,9187
江苏,镇江,2018-02,9033
江苏,镇江,2018-01,9008
江苏,镇江,2019-03,9521
江苏,镇江,2019-02,9523
江苏,镇江,2019-01,9586
江苏,常州,2011-12,7638
江苏,常州,2011-11,7611
江苏,常州,2011-10,7762
江苏,常州,2012-12,5536
江苏,常州,2012-11,5128
江苏,常州,2012-10,8366
江苏,常州,2012-09,8435
江苏,常州,2012-08,8026
江苏,常州,2012-07,5139
江苏,常州,2012-06,5410
江苏,常州,2012-05,5701
江苏,常州,2012-04,6637
江苏,常州,2012-03,6637
江苏,常州,2012-02,6560
江苏,常州,2012-01,6858
江苏,常州,2013-12,6222
江苏,常州,2013-11,6150
江苏,常州,2013-10,6069
江苏,常州,2013-09,5994
江苏,常州,2013-08,7807
江苏,常州,2013-07,7485
江苏,常州,2013-06,7264
江苏,常州,2013-05,7211
江苏,常州,2013-04,6320
江苏,常州,2013-03,6820
江苏,常州,2013-02,7104
江苏,常州,2013-01,6644
江苏,常州,2014-12,7324
江苏,常州,2014-11,6781
江苏,常州,2014-10,7090
江苏,常州,2014-09,7089
江苏,常州,2014-08,6710
江苏,常州,2014-07,6574
江苏,常州,2014-06,6378
江苏,常州,2014-05,6565
江苏,常州,2014-04,6524
江苏,常州,2014-03,6559
江苏,常州,2014-02,6485
江苏,常州,2014-01,6469
江苏,常州,2015-12,6560
江苏,常州,2015-11,6872
江苏,常州,2015-10,6958
江苏,常州,2015-09,6934
江苏,常州,2015-08,6895
江苏,常州,2015-07,6790
江苏,常州,2015-06,6702
江苏,常州,2015-05,6998
江苏,常州,2015-04,10328
江苏,常州,2015-02,6384
江苏,常州,2015-01,6667
江苏,常州,2016-12,8202
江苏,常州,2016-11,7717
江苏,常州,2016-10,7701
江苏,常州,2016-09,7095
江苏,常州,2016-08,7032
江苏,常州,2016-07,7005
江苏,常州,2016-06,6912
江苏,常州,2016-05,6732
江苏,常州,2016-04,6697
江苏,常州,2016-03,6512
江苏,常州,2016-02,6580
江苏,常州,2016-01,6560
江苏,常州,2017-12,12069
江苏,常州,2017-11,11997
江苏,常州,2017-10,11828
江苏,常州,2017-09,11798
江苏,常州,2017-08,11903
江苏,常州,2017-07,11475
江苏,常州,2017-06,10667
江苏,常州,2017-05,9981
江苏,常州,2017-04,9625
江苏,常州,2017-03,9124
江苏,常州,2017-02,8765
江苏,常州,2017-01,8534
江苏,常州,2018-12,13426
江苏,常州,2018-11,13692
江苏,常州,2018-10,13950
江苏,常州,2018-09,14026
江苏,常州,2018-08,13951
江苏,常州,2018-07,13411
江苏,常州,2018-06,12998
江苏,常州,2018-05,12644
江苏,常州,2018-04,12492
江苏,常州,2018-03,12343
江苏,常州,2018-02,12139
江苏,常州,2018-01,12077
江苏,常州,2019-03,13251
江苏,常州,2019-02,13208
江苏,常州,2019-01,13212
